,name,description,category,resource,homepage,show,projectrank,github_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,commit_count,contributor_count,open_issue_count,closed_issue_count,license,updated_github_id,pypi_id,conda_id,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending
306,PynamoDB,A Pythonic interface for [Amazon DynamoDB](https://aws.amazon.com/dynamodb/).,ORM,,https://github.com/pynamodb/PynamoDB,True,29,pynamodb/PynamoDB,https://github.com/pynamodb/PynamoDB,2014-01-20 02:18:35.000,2022-08-07 18:02:29.000,2022-07-18 17:04:26,393.0,1992.0,780.0,97.0,206.0,310.0,MIT,,PynamoDB,conda-forge/PynamoDB,2022-02-09 20:56:10,5.2.1,,1448851.0,48.0,1117.0,1117.0,https://pypi.org/project/PynamoDB,1443527.0,https://anaconda.org/conda-forge/PynamoDB,2022-06-09 09:38:59.072,202323.0,2.0,
307,httpretty,HTTP request mock tool for Python.,Testing,,https://github.com/gabrielfalcao/HTTPretty,True,29,gabrielfalcao/HTTPretty,https://github.com/gabrielfalcao/HTTPretty,2011-01-28 14:59:02.000,2022-09-08 09:13:44.000,2021-11-05 14:27:35,246.0,1981.0,681.0,104.0,91.0,141.0,MIT,,HTTPretty,conda-forge/HTTPretty,,,,489172.0,14.0,6640.0,6640.0,https://pypi.org/project/HTTPretty,486312.0,https://anaconda.org/conda-forge/HTTPretty,2021-08-16 20:48:49.567,226016.0,2.0,
308,voluptuous,A Python data validation library.,Data Validation,,https://github.com/alecthomas/voluptuous,True,29,alecthomas/voluptuous,https://github.com/alecthomas/voluptuous,2010-07-15 09:55:10.000,2022-07-13 12:30:11.000,2022-07-13 12:30:11,198.0,1749.0,457.0,88.0,39.0,198.0,BSD-3-Clause,,voluptuous,conda-forge/voluptuous,2022-04-07 15:40:18,0.13.1,,1887360.0,12.0,5614.0,5614.0,https://pypi.org/project/voluptuous,1884594.0,https://anaconda.org/conda-forge/voluptuous,2022-04-07 20:13:26.332,207489.0,2.0,
309,ipdb,IPython-enabled [pdb](https://docs.python.org/3/library/pdb.html).,Debugging Tools,,https://github.com/gotcha/ipdb,True,29,gotcha/ipdb,https://github.com/gotcha/ipdb,2011-01-15 17:51:47.000,2022-09-15 14:17:35.000,2021-12-30 16:31:44,135.0,1609.0,354.0,49.0,61.0,118.0,BSD-3-Clause,,ipdb,conda-forge/ipdb,,,,2692357.0,12.0,34795.0,34795.0,https://pypi.org/project/ipdb,2688394.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,297242.0,2.0,
310,waitress,"Multi-threaded, powers Pyramid.",WSGI Servers,,https://github.com/Pylons/waitress,True,29,Pylons/waitress,https://github.com/Pylons/waitress,2011-12-17 06:58:21.000,2022-07-31 07:12:39.000,2022-07-31 07:12:38,143.0,1130.0,955.0,45.0,16.0,192.0,,,waitress,conda-forge/waitress,2022-05-30 21:53:26,2.1.2,,2787228.0,29.0,80614.0,80614.0,https://pypi.org/project/waitress,2785683.0,https://anaconda.org/conda-forge/waitress,2022-05-31 01:22:10.133,81918.0,3.0,7.0
311,Bokeh,Interactive Web Plotting for Python.,Data Visualization,,https://github.com/bokeh/bokeh,True,28,bokeh/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000,2022-10-05 19:05:09.000,2022-10-05 19:05:09,3894.0,16752.0,,619.0,666.0,6338.0,BSD-3-Clause,,bokeh,conda-forge/bokeh,,,,3425583.0,45.0,155.0,155.0,https://pypi.org/project/bokeh,3293344.0,https://anaconda.org/conda-forge/bokeh,2022-08-15 18:06:05.668,8727833.0,2.0,
312,pyspider,A powerful spider system.,Web Crawling,,https://github.com/binux/pyspider,True,28,binux/pyspider,https://github.com/binux/pyspider,2014-02-21 19:18:47.000,2022-09-23 02:20:35.000,2020-08-02 17:34:20,3547.0,15601.0,1181.0,62.0,269.0,547.0,Apache-2.0,,pyspider,conda-forge/pyspider,2018-04-18 04:25:22,0.3.10,,1889.0,13.0,314.0,314.0,https://pypi.org/project/pyspider,1889.0,https://anaconda.org/conda-forge/pyspider,,,1.0,
313,mkdocs,Markdown friendly documentation generator.,Static Site Generator,,https://github.com/mkdocs/mkdocs,True,28,mkdocs/mkdocs/,https://github.com/mkdocs/mkdocs,2014-01-11 21:05:21.000,2022-10-05 05:52:46.000,2022-10-03 17:30:02,2009.0,15052.0,1791.0,,109.0,1609.0,BSD-2-Clause,,,conda-forge/,2022-09-27 17:38:06,1.4.0,,,6.0,25750.0,25750.0,,,https://anaconda.org/conda-forge/,,,3.0,
314,pip-tools,A set of tools to keep your pinned Python dependencies fresh.,Package Management,,https://github.com/jazzband/pip-tools,True,28,jazzband/pip-tools,https://github.com/jazzband/pip-tools,2012-09-10 08:50:26.000,2022-10-06 12:27:43.000,2022-10-05 21:04:49,460.0,6281.0,1782.0,171.0,112.0,742.0,BSD-3-Clause,,pip-tools,conda-forge/pip-tools,2022-10-05 19:40:54,6.9.0,,6752496.0,55.0,,,https://pypi.org/project/pip-tools,6750666.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,54902.0,3.0,
315,boltons,A set of pure-Python utilities.,Miscellaneous,,https://github.com/mahmoud/boltons,True,28,mahmoud/boltons,https://github.com/mahmoud/boltons,2013-02-20 06:17:12.000,2022-08-18 00:23:39.000,2022-04-29 19:03:32,315.0,5880.0,1500.0,75.0,44.0,93.0,,,boltons,conda-forge/boltons,2020-01-08 23:38:01,20.0.0,23.0,2025184.0,18.0,2566.0,2566.0,https://pypi.org/project/boltons,2016209.0,https://anaconda.org/conda-forge/boltons,2021-05-27 13:21:17.359,691096.0,3.0,
316,Eel,A library for making simple Electron-like offline HTML/JS GUI apps.,GUI Development,,https://github.com/python-eel/Eel,True,28,ChrisKnott/Eel,https://github.com/python-eel/Eel,2017-12-27 21:37:12.000,2022-10-02 09:54:23.000,2022-10-02 09:47:11,512.0,5214.0,262.0,39.0,151.0,318.0,MIT,python-eel/Eel,Eel,conda-forge/Eel,2020-08-17 18:17:23,0.14.0,,49986.0,17.0,4091.0,4091.0,https://pypi.org/project/Eel,49986.0,https://anaconda.org/conda-forge/Eel,,,2.0,
317,csvkit,Utilities for converting to and working with CSV.,Specific Formats Processing,,https://github.com/wireservice/csvkit,True,28,wireservice/csvkit,https://github.com/wireservice/csvkit,2011-04-01 03:00:30.000,2022-09-08 16:20:54.000,2022-09-08 16:20:54,564.0,5132.0,1796.0,104.0,59.0,799.0,MIT,,csvkit,conda-forge/csvkit,,,,144130.0,7.0,1160.0,1160.0,https://pypi.org/project/csvkit,143069.0,https://anaconda.org/conda-forge/csvkit,2022-03-20 15:46:37.102,71102.0,2.0,
318,ptpython,Advanced Python REPL built on top of the [python-prompt-toolkit](https://github.com/jonathanslenders/python-prompt-..,Interactive Interpreter,,https://github.com/prompt-toolkit/ptpython,True,28,jonathanslenders/ptpython,https://github.com/prompt-toolkit/ptpython,2014-09-29 10:11:42.000,2022-09-14 17:59:30.000,2022-06-20 20:46:36,259.0,4587.0,456.0,52.0,199.0,149.0,BSD-3-Clause,prompt-toolkit/ptpython,ptpython,conda-forge/ptpython,,,,452402.0,4.0,1946.0,1946.0,https://pypi.org/project/ptpython,451220.0,https://anaconda.org/conda-forge/ptpython,2021-11-14 09:07:42.683,20106.0,1.0,
319,huey,Little multi-threaded task queue.,Task Queues,,https://github.com/coleifer/huey,True,28,coleifer/huey,https://github.com/coleifer/huey,2011-11-03 16:39:43.000,2022-08-18 13:05:04.000,2022-08-18 13:04:55,348.0,4215.0,946.0,66.0,,519.0,MIT,,huey,conda-forge/huey,2021-11-28 15:46:21,2.4.2,,90323.0,44.0,999.0,999.0,https://pypi.org/project/huey,89833.0,https://anaconda.org/conda-forge/huey,2019-10-16 15:34:27.487,26499.0,2.0,
320,PythonNet,Python Integration with the .NET Common Language Runtime (CLR).,Microsoft Windows,,https://github.com/pythonnet/pythonnet,True,28,pythonnet/pythonnet,https://github.com/pythonnet/pythonnet,2013-11-27 13:42:20.000,2022-10-01 09:17:03.920,2022-09-30 00:09:28,530.0,3289.0,1928.0,97.0,91.0,1118.0,MIT,,pythonnet,conda-forge/pythonnet,2022-09-29 15:16:17,3.0.0,211.0,117436.0,21.0,105.0,105.0,https://pypi.org/project/pythonnet,116184.0,https://anaconda.org/conda-forge/pythonnet,2022-10-01 09:17:03.920,50001.0,3.0,
321,Blaze,NumPy and Pandas interface to Big Data.,Data Analysis,,https://github.com/blaze/blaze,True,28,blaze/blaze,https://github.com/blaze/blaze,2012-10-26 14:25:22.000,2020-02-01 19:33:09.000,2019-08-15 21:14:59,357.0,3105.0,7496.0,65.0,250.0,500.0,BSD-3-Clause,,blaze,conda-forge/blaze,2016-07-19 20:40:03,0.11.0,,10009.0,14.0,8501.0,8501.0,https://pypi.org/project/blaze,6797.0,https://anaconda.org/conda-forge/blaze,2018-07-15 22:16:17.685,199164.0,1.0,
322,funcy,A fancy and practical functional tools.,Functional Programming,,https://github.com/Suor/funcy,True,28,Suor/funcy,https://github.com/Suor/funcy,2012-10-13 00:44:57.000,2022-08-25 08:26:23.000,2022-08-25 08:26:19,130.0,2885.0,960.0,31.0,6.0,65.0,BSD-3-Clause,,funcy,conda-forge/funcy,,,,1185707.0,16.0,5805.0,5805.0,https://pypi.org/project/funcy,1182206.0,https://anaconda.org/conda-forge/funcy,2021-12-21 14:09:40.657,241594.0,2.0,
323,more-itertools,"More routines for operating on iterables, beyond `itertools`.",Functional Programming,,https://github.com/more-itertools/more-itertools,True,28,erikrose/more-itertools,https://github.com/more-itertools/more-itertools,2012-04-26 05:15:14.000,2022-10-03 14:48:55.000,2022-10-03 14:48:41,204.0,2719.0,1335.0,89.0,11.0,208.0,MIT,more-itertools/more-itertools,more-itertools,conda-forge/more-itertools,2022-05-06 14:04:17,8.13.0,2508.0,29262225.0,34.0,,,https://pypi.org/project/more-itertools,29114894.0,https://anaconda.org/conda-forge/more-itertools,2022-08-09 15:51:20.428,9721477.0,2.0,
324,xlwings,A BSD-licensed library that makes it easy to call Python from Excel and vice versa.,Specific Formats Processing,,https://github.com/xlwings/xlwings,True,28,ZoomerAnalytics/xlwings,https://github.com/xlwings/xlwings,2014-03-17 13:03:20.000,2022-10-06 13:46:53.000,2022-10-06 13:46:53,428.0,2412.0,,57.0,252.0,1330.0,,xlwings/xlwings,xlwings,conda-forge/xlwings,2022-10-04 09:51:46,0.28.0,30677.0,671623.0,100.0,25025.0,25025.0,https://pypi.org/project/xlwings,663612.0,https://anaconda.org/conda-forge/xlwings,2022-09-18 19:40:10.685,476289.0,2.0,
325,bleach,A whitelist-based HTML sanitization and text linkification library.,HTML Manipulation,,https://github.com/mozilla/bleach,True,28,mozilla/bleach,https://github.com/mozilla/bleach,2010-02-19 01:12:41.000,2022-09-26 23:03:02.000,2022-06-27 14:39:13,218.0,2386.0,,78.0,33.0,324.0,,,bleach,conda-forge/bleach,,,,12848365.0,24.0,198213.0,198213.0,https://pypi.org/project/bleach,12720477.0,https://anaconda.org/conda-forge/bleach,2022-06-27 18:46:39.227,8824286.0,2.0,
326,twython,A Python wrapper for the Twitter API.,Third-party APIs,,https://github.com/ryanmcgrath/twython,True,28,ryanmcgrath/twython,https://github.com/ryanmcgrath/twython,2009-04-02 05:01:31.000,2022-07-30 23:24:29.000,2021-07-16 22:33:17,386.0,1843.0,853.0,103.0,20.0,304.0,MIT,,twython,conda-forge/twython,2021-07-16 22:38:58,3.9.1,,173821.0,6.0,5391.0,5391.0,https://pypi.org/project/twython,169870.0,https://anaconda.org/conda-forge/twython,2021-07-17 00:06:56.130,256874.0,3.0,
327,pyarmor,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",Distribution,,https://github.com/dashingsoft/pyarmor,True,28,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,2017-08-26 04:11:53.000,2022-10-05 11:56:06.000,2022-10-05 11:56:02,192.0,1770.0,3517.0,25.0,19.0,799.0,,,pyarmor,conda-forge/pyarmor,2022-09-28 23:09:51,7.7.0,,590858.0,100.0,513.0,513.0,https://pypi.org/project/pyarmor,590858.0,https://anaconda.org/conda-forge/pyarmor,,,2.0,
328,sentry-python,Sentry SDK for Python.,Logging,,https://github.com/getsentry/sentry-python,True,28,getsentry/sentry-python,https://github.com/getsentry/sentry-python,2018-06-18 22:51:10.000,2022-10-06 08:39:46.000,2022-10-03 15:36:31,301.0,1337.0,1518.0,145.0,151.0,582.0,BSD-2-Clause,,sentry-python,conda-forge/sentry-python,2022-10-03 15:36:15,1.9.10,4006.0,95.0,100.0,24566.0,24566.0,https://pypi.org/project/sentry-python,,https://anaconda.org/conda-forge/sentry-python,,,3.0,
329,webassets,"Bundles, optimizes, and manages unique cache-busting URLs for static resources.",Web Asset Management,,https://github.com/miracle2k/webassets,True,28,miracle2k/webassets,https://github.com/miracle2k/webassets,2009-12-08 05:40:34.000,2022-07-31 02:42:09.000,2021-05-01 12:22:50,249.0,910.0,1418.0,157.0,58.0,232.0,BSD-2-Clause,,webassets,conda-forge/webassets,,,,197927.0,3.0,5891.0,5891.0,https://pypi.org/project/webassets,197253.0,https://anaconda.org/conda-forge/webassets,2019-12-24 13:40:58.186,49203.0,2.0,
330,flask-debugtoolbar,A port of the django-debug-toolbar to flask.,Debugging Tools,,https://github.com/flask-debugtoolbar/flask-debugtoolbar,True,28,mgood/flask-debugtoolbar,https://github.com/flask-debugtoolbar/flask-debugtoolbar,2011-12-16 20:03:04.000,2022-10-04 23:20:14.000,2022-10-04 23:20:14,126.0,848.0,282.0,44.0,35.0,67.0,BSD-3-Clause,flask-debugtoolbar/flask-debugtoolbar,flask-debugtoolbar,conda-forge/flask-debugtoolbar,2022-03-29 22:45:35,0.13.1,,150920.0,4.0,18904.0,18904.0,https://pypi.org/project/flask-debugtoolbar,150159.0,https://anaconda.org/conda-forge/flask-debugtoolbar,2022-03-30 02:13:06.339,55564.0,2.0,
331,pylibmc,A Python wrapper around the [libmemcached](https://libmemcached.org/libMemcached.html) interface.,Caching,,https://github.com/lericson/pylibmc,True,28,lericson/pylibmc,https://github.com/lericson/pylibmc,2009-07-31 19:51:02.000,2022-08-30 13:19:52.463,2022-08-26 08:23:03,121.0,459.0,611.0,52.0,20.0,169.0,BSD-3-Clause,,pylibmc,conda-forge/pylibmc,2022-08-26 08:40:12,1.6.3,47.0,187427.0,6.0,4122.0,4122.0,https://pypi.org/project/pylibmc,184927.0,https://anaconda.org/conda-forge/pylibmc,2022-08-30 13:19:52.463,185841.0,1.0,
332,black,The uncompromising Python code formatter.,Code Analysis,,https://github.com/psf/black,True,27,python/black,https://github.com/psf/black,2018-03-14 19:54:45.000,2022-10-06 02:59:42.000,2022-10-04 20:10:11,1777.0,29438.0,,340.0,318.0,1734.0,MIT,psf/black,black,conda-forge/black,2022-08-31 22:46:11,22.8.0,24800.0,15341382.0,25.0,,,https://pypi.org/project/black,15245629.0,https://anaconda.org/conda-forge/black,2022-09-15 18:06:36.919,5044403.0,2.0,-8.0
333,Ray,A system for parallel and distributed Python that unifies the machine learning ecosystem.,Distributed Computing,,https://github.com/ray-project/ray,True,27,ray-project/ray/,https://github.com/ray-project/ray,2016-10-25 19:38:30.000,2022-10-06 14:40:21.000,2022-10-06 14:07:11,3822.0,22239.0,14477.0,,2542.0,8984.0,Apache-2.0,,,conda-forge/,2022-08-23 04:57:08,ray-2.0.0,,,59.0,6010.0,6010.0,,,https://anaconda.org/conda-forge/,,,2.0,
334,magenta,A tool to generate music and art using artificial intelligence.,Miscellaneous,,https://github.com/magenta/magenta,True,27,magenta/magenta,https://github.com/magenta/magenta,2016-05-05 20:10:40.000,2022-10-04 17:42:28.000,2022-10-04 17:42:25,3535.0,17929.0,,154.0,312.0,583.0,Apache-2.0,,magenta,conda-forge/magenta,2022-08-01 18:18:44,2.1.4,,4207.0,48.0,386.0,386.0,https://pypi.org/project/magenta,4207.0,https://anaconda.org/conda-forge/magenta,,,3.0,
335,hug,A Python 3 framework for cleanly exposing APIs.,RESTful API,,https://github.com/hugapi/hug,True,27,hugapi/hug,https://github.com/hugapi/hug,2015-07-17 03:33:50.000,2022-07-18 20:22:16.000,2020-08-10 05:07:26,371.0,6654.0,2396.0,118.0,161.0,297.0,MIT,,hug,conda-forge/hug,2019-09-14 09:20:45,2.6.0,,56803.0,18.0,1576.0,1576.0,https://pypi.org/project/hug,54598.0,https://anaconda.org/conda-forge/hug,2022-01-26 18:19:20.470,158763.0,3.0,
336,sphinx,Python Documentation generator.,Documentation,,https://github.com/sphinx-doc/sphinx,True,27,sphinx-doc/sphinx/,https://github.com/sphinx-doc/sphinx,2015-01-02 10:53:28.000,2022-10-05 18:11:19.000,2022-10-05 13:47:16,1663.0,4917.0,19702.0,,988.0,5184.0,,,,conda-forge/,2022-09-30 15:14:02,5.2.3,,,13.0,223268.0,223268.0,,,https://anaconda.org/conda-forge/,,,1.0,
337,PDFMiner,A tool for extracting information from PDF documents.,Specific Formats Processing,,https://github.com/euske/pdfminer,True,27,euske/pdfminer,https://github.com/euske/pdfminer,2010-12-12 12:50:22.000,2022-10-06 08:53:53.000,2020-01-18 07:00:32,992.0,4869.0,540.0,28.0,198.0,43.0,MIT,,pdfminer,conda-forge/pdfminer,,,,141354.0,2.0,3250.0,3250.0,https://pypi.org/project/pdfminer,141023.0,https://anaconda.org/conda-forge/pdfminer,2021-02-15 15:07:18.804,24566.0,3.0,
338,tmuxp,A [tmux](https://github.com/tmux/tmux) session manager.,Command-line Tools,,https://github.com/tmux-python/tmuxp,True,27,tony/tmuxp,https://github.com/tmux-python/tmuxp,2013-08-27 05:51:11.000,2022-10-04 02:02:53.000,2022-10-04 02:01:55,214.0,3494.0,3249.0,69.0,74.0,249.0,MIT,tmux-python/tmuxp,tmuxp,conda-forge/tmuxp,2022-10-02 18:39:46,1.16.1,,7328.0,100.0,207.0,207.0,https://pypi.org/project/tmuxp,7328.0,https://anaconda.org/conda-forge/tmuxp,,,2.0,
339,bqplot,Interactive Plotting Library for the Jupyter Notebook.,Data Visualization,,https://github.com/bqplot/bqplot,True,27,bloomberg/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000,2022-09-29 15:04:28.000,2022-09-29 15:04:10,437.0,3359.0,3545.0,59.0,211.0,361.0,Apache-2.0,bqplot/bqplot,bqplot,conda-forge/bqplot,2022-09-02 15:03:28,0.12.36,,110836.0,58.0,35.0,35.0,https://pypi.org/project/bqplot,97238.0,https://anaconda.org/conda-forge/bqplot,2022-09-02 17:23:26.370,1047057.0,3.0,
340,maya,Datetimes for Humans.,Date and Time,,https://github.com/timofurrer/maya,True,27,timofurrer/maya,https://github.com/timofurrer/maya,2016-12-16 00:16:04.000,2022-09-14 15:33:06.923,2022-05-13 18:58:22,190.0,3359.0,380.0,47.0,16.0,74.0,MIT,,maya,conda-forge/maya,2019-01-06 11:24:36,0.6.1,,41805.0,9.0,973.0,973.0,https://pypi.org/project/maya,41079.0,https://anaconda.org/conda-forge/maya,2022-09-14 15:33:06.923,50117.0,1.0,
341,dramatiq,A fast and reliable background task processing library for Python 3.,Task Queues,,https://github.com/Bogdanp/dramatiq,True,27,Bogdanp/dramatiq,https://github.com/Bogdanp/dramatiq,2017-05-30 11:55:29.000,2022-10-04 05:52:18.000,2022-10-04 05:52:18,233.0,3283.0,990.0,85.0,26.0,269.0,LGPL-3.0,,dramatiq,conda-forge/dramatiq,2022-06-17 05:42:35,1.13.0,33.0,100479.0,20.0,511.0,511.0,https://pypi.org/project/dramatiq,99741.0,https://anaconda.org/conda-forge/dramatiq,2022-04-03 15:58:58.718,35452.0,3.0,
342,django-guardian,Implementation of per object permissions for Django 1.2+.,Permissions,,https://github.com/django-guardian/django-guardian,True,27,django-guardian/django-guardian,https://github.com/django-guardian/django-guardian,2010-06-04 23:15:37.000,2022-10-02 18:27:44.000,2022-03-25 21:42:47,526.0,3274.0,935.0,159.0,120.0,320.0,,,django-guardian,conda-forge/django-guardian,,,,212271.0,7.0,4979.0,4979.0,https://pypi.org/project/django-guardian,211645.0,https://anaconda.org/conda-forge/django-guardian,2021-05-26 14:44:48.305,40100.0,1.0,
343,python-social-auth,An easy-to-setup social authentication mechanism.,Authentication,,https://github.com/omab/python-social-auth,True,27,omab/python-social-auth,https://github.com/omab/python-social-auth,2012-12-12 16:08:42.000,2022-07-01 19:07:30.000,2017-02-04 13:10:59,1060.0,2816.0,1973.0,283.0,18.0,643.0,BSD-3-Clause,,python-social-auth,conda-forge/python-social-auth,,,,32178.0,,5453.0,5453.0,https://pypi.org/project/python-social-auth,32178.0,https://anaconda.org/conda-forge/python-social-auth,,,3.0,
344,mrjob,Run MapReduce jobs on Hadoop or Amazon Web Services.,Distributed Computing,,https://github.com/Yelp/mrjob,True,27,Yelp/mrjob,https://github.com/Yelp/mrjob,2010-10-13 18:35:21.000,2022-10-04 01:18:49.000,2020-11-16 22:20:52,576.0,2584.0,8622.0,142.0,205.0,1093.0,,,mrjob,conda-forge/mrjob,,,,62714.0,13.0,1096.0,1096.0,https://pypi.org/project/mrjob,55920.0,https://anaconda.org/conda-forge/mrjob,2022-02-06 18:33:13.189,495965.0,2.0,
345,returns,"A set of type-safe monads, transformers, and composition utilities.",Functional Programming,,https://github.com/dry-python/returns,True,27,dry-python/returns,https://github.com/dry-python/returns,2019-01-26 13:08:38.000,2022-10-05 15:19:13.000,2022-10-05 15:19:12,88.0,2435.0,1577.0,41.0,56.0,335.0,BSD-2-Clause,,returns,conda-forge/returns,2022-03-13 14:33:44,0.19.0,,64257.0,21.0,205.0,205.0,https://pypi.org/project/returns,64070.0,https://anaconda.org/conda-forge/returns,2022-03-13 18:38:23.664,3190.0,3.0,
346,yagmail,Yet another Gmail/SMTP client.,Email,,https://github.com/kootenpv/yagmail,True,27,kootenpv/yagmail,https://github.com/kootenpv/yagmail,2015-04-17 21:39:24.000,2022-09-28 20:43:53.000,2022-09-28 20:43:53,257.0,2370.0,295.0,32.0,92.0,120.0,MIT,,yagmail,conda-forge/yagmail,,,,190932.0,18.0,2543.0,2543.0,https://pypi.org/project/yagmail,190445.0,https://anaconda.org/conda-forge/yagmail,2022-09-11 22:50:49.361,17540.0,1.0,
